  [140/2513·140] UUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEAN@7 edges=40 letters=23 loops=18 central=U dead at the board                      2596s  33.1M/s ETA 225.0 min
  [141/2513·141] UUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEAN@8 edges=40 letters=23 loops=18 central=U dead at the board                      2613s  33.1M/s ETA 224.5 min
  [142/2513·142] UUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEAN@9 edges=40 letters=23 loops=18 central=U dead at the board                      2630s  33.2M/s ETA 224.1 min
  [143/2513·143] UUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEAN@26 edges=40 letters=23 loops=18 central=N dead at the board                      2649s  33.2M/s ETA 223.8 min
  [144/2513·144] UUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEAN@28 edges=40 letters=23 loops=18 central=N dead at the board                      2669s  33.1M/s ETA 223.7 min
  [145/2513·145] UUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEAN@30 edges=40 letters=23 loops=18 central=N dead at the board                      2689s  33.1M/s ETA 223.5 min
  [146/2513·146] UUFLOTTXNULEINSZWONULBEIROTNULSIBENGEANK@8 edges=40 letters=23 loops=18 central=E dead at the board                      2706s  33.1M/s ETA 223.1 min
  [147/2513·147] UUFLOTTXNULEINSZWONULBEIROTNULSIBENGEANK@9 edges=40 letters=23 loops=18 central=E dead at the board                      2724s  33.1M/s ETA 222.6 min
  [148/2513·148] UUFLOTTXNULEINSZWONULBEIROTNULSIBENGEANK@24 edges=40 letters=23 loops=18 central=T dead at the board                      2742s  33.1M/s ETA 222.4 min
  [149/2513·149] UUFLOTTXNULEINSZWONULBEIROTNULSIBENGEANK@27 edges=40 letters=23 loops=18 central=N dead at the board                      2761s  33.1M/s ETA 222.1 min
  [150/2513·150] UUFLOTTXNULEINSZWONULBEIROTNULSIBENGEANK@29 edges=40 letters=23 loops=18 central=N dead at the board                      2782s  33.1M/s ETA 221.9 min
  [151/2513·151] UUFLOTTXNULEINSZWONULBEIROTNULSIBENGEANK@31 edges=40 letters=23 loops=18 central=N dead at the board                      2801s  33.1M/s ETA 221.7 min
  [152/2513·152] UFLOTTXNULEINSZWONULBEIROTNULSIBENGEANKE@9 edges=40 letters=23 loops=18 central=E dead at the board                      2818s  33.1M/s ETA 221.3 min
  [153/2513·153] UFLOTTXNULEINSZWONULBEIROTNULSIBENGEANKE@25 edges=40 letters=23 loops=18 central=N dead at the board                      2837s  33.1M/s ETA 221.0 min
  [154/2513·154] UFLOTTXNULEINSZWONULBEIROTNULSIBENGEANKE@28 edges=40 letters=23 loops=18 central=N dead at the board                      2856s  33.1M/s ETA 220.7 min
  [155/2513·155] UFLOTTXNULEINSZWONULBEIROTNULSIBENGEANKE@30 edges=40 letters=23 loops=18 central=N dead at the board                      2876s  33.1M/s ETA 220.5 min
  [156/2513·156] UFLOTTXNULEINSZWONULBEIROTNULSIBENGEANKE@32 edges=40 letters=23 loops=18 central=N dead at the board                      2895s  33.1M/s ETA 220.3 min
  [157/2513·157] FLOTTXNULEINSZWONULBEIROTNULSIBENGEANKER@26 edges=40 letters=23 loops=18 central=N dead at the board                      2914s  33.1M/s ETA 219.9 min
  [158/2513·158] FLOTTXNULEINSZWONULBEIROTNULSIBENGEANKER@29 edges=40 letters=23 loops=18 central=N dead at the board                      2932s  33.1M/s ETA 219.6 min
  [159/2513·159] FLOTTXNULEINSZWONULBEIROTNULSIBENGEANKER@31 edges=40 letters=23 loops=18 central=N dead at the board                      2952s  33.1M/s ETA 219.4 min
  [160/2513·160] LOTTXNULEINSZWONULBEIROTNULSIBENGEANKERT@0 edges=40 letters=23 loops=18 central=E dead at the board                      2968s  33.1M/s ETA 218.9 min
  [161/2513·161] LOTTXNULEINSZWONULBEIROTNULSIBENGEANKERT@27 edges=40 letters=23 loops=18 central=N dead at the board                      2986s  33.1M/s ETA 218.6 min
  [162/2513·162] LOTTXNULEINSZWONULBEIROTNULSIBENGEANKERT@30 edges=40 letters=23 loops=18 central=N dead at the board                      3005s  33.1M/s ETA 218.2 min
  [163/2513·163] LOTTXNULEINSZWONULBEIROTNULSIBENGEANKERT@32 edges=40 letters=23 loops=18 central=N dead at the board                      3025s  33.1M/s ETA 218.0 min
  [164/2513·164] OTTXNULEINSZWONULBEIROTNULSIBENGEANKERTX@0 edges=40 letters=23 loops=18 central=E dead at the board                      3045s  33.1M/s ETA 217.9 min
  [165/2513·165] OTTXNULEINSZWONULBEIROTNULSIBENGEANKERTX@1 edges=40 letters=23 loops=18 central=E dead at the board                      3062s  33.1M/s ETA 217.4 min
  [166/2513·166] OTTXNULEINSZWONULBEIROTNULSIBENGEANKERTX@28 edges=40 letters=23 loops=18 central=N dead at the board                      3080s  33.1M/s ETA 217.1 min
  [167/2513·167] OTTXNULEINSZWONULBEIROTNULSIBENGEANKERTX@31 edges=40 letters=23 loops=18 central=N dead at the board                      3098s  33.1M/s ETA 216.8 min
  [168/2513·168] TTXNULEINSZWONULBEIROTNULSIBENGEANKERTXZ@0 edges=40 letters=23 loops=18 central=E dead at the board                      3115s  33.1M/s ETA 216.3 min
  [169/2513·169] TTXNULEINSZWONULBEIROTNULSIBENGEANKERTXZ@1 edges=40 letters=23 loops=18 central=E dead at the board                      3135s  33.1M/s ETA 216.1 min
  [170/2513·170] TTXNULEINSZWONULBEIROTNULSIBENGEANKERTXZ@2 edges=40 letters=23 loops=18 central=E dead at the board                      3151s  33.1M/s ETA 215.7 min
  [171/2513·171] TTXNULEINSZWONULBEIROTNULSIBENGEANKERTXZ@29 edges=40 letters=23 loops=18 central=N dead at the board                      3170s  33.1M/s ETA 215.3 min
  [172/2513·172] TTXNULEINSZWONULBEIROTNULSIBENGEANKERTXZ@32 edges=40 letters=23 loops=18 central=N dead at the board                      3188s  33.1M/s ETA 215.0 min
  [173/2513·173] TXNULEINSZWONULBEIROTNULSIBENGEANKERTXZU@1 edges=40 letters=23 loops=18 central=E dead at the board                      3204s  33.2M/s ETA 214.5 min
  [174/2513·174] TXNULEINSZWONULBEIROTNULSIBENGEANKERTXZU@2 edges=40 letters=23 loops=18 central=E dead at the board                      3225s  33.1M/s ETA 214.4 min
  [175/2513·175] TXNULEINSZWONULBEIROTNULSIBENGEANKERTXZU@3 edges=40 letters=23 loops=18 central=E dead at the board                      3241s  33.2M/s ETA 213.9 min
  [176/2513·176] TXNULEINSZWONULBEIROTNULSIBENGEANKERTXZU@30 edges=40 letters=23 loops=18 central=N dead at the board                      3259s  33.2M/s ETA 213.6 min
  [177/2513·177] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@15 edges=40 letters=23 loops=18 central=R dead at the board                      3279s  33.2M/s ETA 213.4 min
  [178/2513·178] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@17 edges=40 letters=23 loops=18 central=R dead at the board                      3299s  33.1M/s ETA 213.2 min
  [179/2513·179] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@16 edges=40 letters=23 loops=18 central=R dead at the board                      3319s  33.1M/s ETA 213.0 min
  [180/2513·180] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@18 edges=40 letters=23 loops=18 central=R dead at the board                      3339s  33.1M/s ETA 212.7 min
  [181/2513·181] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@17 edges=40 letters=23 loops=18 central=R dead at the board                      3359s  33.1M/s ETA 212.5 min
  [182/2513·182] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@19 edges=40 letters=23 loops=18 central=R dead at the board                      3379s  33.1M/s ETA 212.3 min
  [183/2513·183] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@10 edges=40 letters=23 loops=18 central=E dead at the board                      3395s  33.1M/s ETA 211.8 min
  [184/2513·184] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@18 edges=40 letters=23 loops=18 central=R dead at the board                      3415s  33.1M/s ETA 211.6 min
  [185/2513·185] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@20 edges=40 letters=23 loops=18 central=R dead at the board                      3434s  33.1M/s ETA 211.3 min
  [186/2513·186] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@23 edges=40 letters=23 loops=18 central=R dead at the board                      3450s  33.1M/s ETA 210.9 min
  [187/2513·187] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@11 edges=40 letters=23 loops=18 central=E dead at the board                      3466s  33.1M/s ETA 210.3 min
  [188/2513·188] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@12 edges=40 letters=23 loops=18 central=E dead at the board                      3484s  33.1M/s ETA 210.0 min
  [189/2513·189] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@10 edges=40 letters=23 loops=18 central=E dead at the board                      3501s  33.2M/s ETA 209.6 min
  [190/2513·190] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@13 edges=40 letters=23 loops=18 central=R dead at the board                      3518s  33.2M/s ETA 209.2 min
  [191/2513·191] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@10 edges=40 letters=23 loops=18 central=E dead at the board                      3537s  33.2M/s ETA 208.9 min
  [192/2513·192] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@11 edges=40 letters=23 loops=18 central=R dead at the board                      3553s  33.2M/s ETA 208.5 min
  [193/2513·193] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@14 edges=40 letters=23 loops=18 central=R dead at the board                      3569s  33.2M/s ETA 208.0 min
  [194/2513·194] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@10 edges=40 letters=23 loops=18 central=E dead at the board                      3584s  33.2M/s ETA 207.5 min
  [195/2513·195] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@11 edges=40 letters=23 loops=18 central=R dead at the board                      3603s  33.2M/s ETA 207.2 min
  [196/2513·196] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@12 edges=40 letters=23 loops=18 central=R dead at the board                      3619s  33.3M/s ETA 206.8 min
  [197/2513·197] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@15 edges=40 letters=23 loops=18 central=R dead at the board                      3635s  33.3M/s ETA 206.3 min
  [198/2513·198] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@20 edges=40 letters=23 loops=18 central=R dead at the board                      3653s  33.3M/s ETA 206.0 min
  [199/2513·199] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@12 edges=40 letters=23 loops=18 central=R dead at the board                      3672s  33.3M/s ETA 205.7 min
  [200/2513·200] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@13 edges=40 letters=23 loops=18 central=R dead at the board                      3687s  33.3M/s ETA 205.2 min
  [201/2513·201] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@16 edges=40 letters=23 loops=18 central=R dead at the board                      3703s  33.3M/s ETA 204.8 min
  [202/2513·202] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@21 edges=40 letters=23 loops=18 central=R dead at the board                      3721s  33.3M/s ETA 204.5 min
  [203/2513·203] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@0 edges=40 letters=24 loops=17 central=E dead at the board                      3741s  33.3M/s ETA 204.2 min
  [204/2513·204] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@2 edges=40 letters=24 loops=17 central=E dead at the board                      3757s  33.4M/s ETA 203.8 min
  [205/2513·205] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@3 edges=40 letters=24 loops=17 central=E dead at the board                      3778s  33.3M/s ETA 203.6 min
  [206/2513·206] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@4 edges=40 letters=24 loops=17 central=E dead at the board                      3794s  33.4M/s ETA 203.2 min
  [207/2513·207] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@7 edges=40 letters=24 loops=17 central=E dead at the board                      3810s  33.4M/s ETA 202.8 min
  [208/2513·208] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@26 edges=40 letters=24 loops=17 central=N dead at the board                      3826s  33.4M/s ETA 202.3 min
  [209/2513·209] XNULEINSZWONULBEIROTNULSIBENGEANKERTXZUM@31 edges=40 letters=24 loops=17 central=N dead at the board                      3844s  33.4M/s ETA 202.0 min
  [210/2513·210] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@0 edges=40 letters=24 loops=17 central=E dead at the board                      3861s  33.4M/s ETA 201.6 min
  [211/2513·211] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@1 edges=40 letters=24 loops=17 central=E dead at the board                      3880s  33.4M/s ETA 201.4 min
  [212/2513·212] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@3 edges=40 letters=24 loops=17 central=E dead at the board                      3897s  33.4M/s ETA 201.0 min
  [213/2513·213] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@4 edges=40 letters=24 loops=17 central=E dead at the board                      3917s  33.4M/s ETA 200.8 min
  [214/2513·214] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@5 edges=40 letters=24 loops=17 central=E dead at the board                      3933s  33.4M/s ETA 200.3 min
  [215/2513·215] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@8 edges=40 letters=24 loops=17 central=E dead at the board                      3949s  33.4M/s ETA 199.9 min
  [216/2513·216] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@27 edges=40 letters=24 loops=17 central=N dead at the board                      3964s  33.5M/s ETA 199.4 min
  [217/2513·217] NULEINSZWONULBEIROTNULSIBENGEANKERTXZUMW@32 edges=40 letters=24 loops=17 central=N dead at the board                      3982s  33.5M/s ETA 199.1 min
  [218/2513·218] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@0 edges=40 letters=24 loops=17 central=E dead at the board                      4001s  33.5M/s ETA 198.8 min
  [219/2513·219] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@1 edges=40 letters=24 loops=17 central=E dead at the board                      4018s  33.5M/s ETA 198.5 min
  [220/2513·220] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@2 edges=40 letters=24 loops=17 central=E dead at the board                      4037s  33.5M/s ETA 198.2 min
  [221/2513·221] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@4 edges=40 letters=24 loops=17 central=E dead at the board                      4054s  33.5M/s ETA 197.8 min
  [222/2513·222] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@5 edges=40 letters=24 loops=17 central=E dead at the board                      4074s  33.5M/s ETA 197.6 min
  [223/2513·223] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@6 edges=40 letters=24 loops=17 central=E dead at the board                      4089s  33.5M/s ETA 197.1 min
  [224/2513·224] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@9 edges=40 letters=24 loops=17 central=E dead at the board                      4105s  33.5M/s ETA 196.7 min
  [225/2513·225] ULEINSZWONULBEIROTNULSIBENGEANKERTXZUMWE@28 edges=40 letters=24 loops=17 central=E dead at the board                      4123s  33.5M/s ETA 196.4 min
  [226/2513·226] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@1 edges=40 letters=24 loops=17 central=E dead at the board                      4143s  33.5M/s ETA 196.1 min
  [227/2513·227] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@2 edges=40 letters=24 loops=17 central=E dead at the board                      4160s  33.5M/s ETA 195.8 min
  [228/2513·228] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@3 edges=40 letters=24 loops=17 central=E dead at the board                      4179s  33.5M/s ETA 195.5 min
  [229/2513·229] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@5 edges=40 letters=24 loops=17 central=E dead at the board                      4195s  33.5M/s ETA 195.1 min
  [230/2513·230] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@6 edges=40 letters=24 loops=17 central=E dead at the board                      4215s  33.5M/s ETA 194.9 min
  [231/2513·231] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@7 edges=40 letters=24 loops=17 central=E dead at the board                      4231s  33.5M/s ETA 194.4 min
  [232/2513·232] LEINSZWONULBEIROTNULSIBENGEANKERTXZUMWEI@29 edges=40 letters=24 loops=17 central=E dead at the board                      4248s  33.5M/s ETA 194.1 min
  [233/2513·233] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@2 edges=40 letters=24 loops=17 central=E dead at the board                      4268s  33.5M/s ETA 193.9 min
  [234/2513·234] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@3 edges=40 letters=24 loops=17 central=E dead at the board                      4285s  33.5M/s ETA 193.5 min
  [235/2513·235] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@4 edges=40 letters=24 loops=17 central=E dead at the board                      4303s  33.5M/s ETA 193.2 min
  [236/2513·236] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@6 edges=40 letters=24 loops=17 central=E dead at the board                      4319s  33.6M/s ETA 192.8 min
  [237/2513·237] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@7 edges=40 letters=24 loops=17 central=E dead at the board                      4340s  33.5M/s ETA 192.6 min
  [238/2513·238] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@8 edges=40 letters=24 loops=17 central=E dead at the board                      4354s  33.6M/s ETA 192.1 min
  [239/2513·239] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@24 edges=40 letters=24 loops=17 central=R dead at the board                      4370s  33.6M/s ETA 191.7 min
  [240/2513·240] EINSZWONULBEIROTNULSIBENGEANKERTXZUMWEIT@30 edges=40 letters=24 loops=17 central=E dead at the board                      4388s  33.6M/s ETA 191.4 min
  [241/2513·241] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@3 edges=40 letters=24 loops=17 central=E dead at the board                      4410s  33.6M/s ETA 191.2 min
  [242/2513·242] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@4 edges=40 letters=24 loops=17 central=E dead at the board                      4428s  33.6M/s ETA 190.9 min
  [243/2513·243] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@5 edges=40 letters=24 loops=17 central=E dead at the board                      4447s  33.6M/s ETA 190.6 min
  [244/2513·244] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@7 edges=40 letters=24 loops=17 central=E dead at the board                      4461s  33.6M/s ETA 190.2 min
  [245/2513·245] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@8 edges=40 letters=24 loops=17 central=E dead at the board                      4481s  33.6M/s ETA 189.9 min
  [246/2513·246] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@9 edges=40 letters=24 loops=17 central=E dead at the board                      4498s  33.6M/s ETA 189.6 min
  [247/2513·247] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@25 edges=40 letters=24 loops=17 central=R dead at the board                      4514s  33.6M/s ETA 189.1 min
  [248/2513·248] INSZWONULBEIROTNULSIBENGEANKERTXZUMWEITE@31 edges=40 letters=24 loops=17 central=E dead at the board                      4534s  33.6M/s ETA 188.9 min
  [249/2513·249] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@4 edges=40 letters=24 loops=17 central=E dead at the board                      4556s  33.6M/s ETA 188.8 min
  [250/2513·250] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@5 edges=40 letters=24 loops=17 central=E dead at the board                      4573s  33.6M/s ETA 188.4 min
  [251/2513·251] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@6 edges=40 letters=24 loops=17 central=E dead at the board                      4592s  33.6M/s ETA 188.1 min
  [252/2513·252] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@8 edges=40 letters=24 loops=17 central=E dead at the board                      4607s  33.6M/s ETA 187.7 min
  [253/2513·253] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@9 edges=40 letters=24 loops=17 central=E dead at the board                      4626s  33.6M/s ETA 187.4 min
  [254/2513·254] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@26 edges=40 letters=24 loops=17 central=R dead at the board                      4642s  33.6M/s ETA 187.0 min
  [255/2513·255] NSZWONULBEIROTNULSIBENGEANKERTXZUMWEITER@32 edges=40 letters=24 loops=17 central=E dead at the board                      4662s  33.6M/s ETA 186.8 min
  [256/2513·256] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@0 edges=40 letters=24 loops=17 central=E dead at the board                      4677s  33.6M/s ETA 186.3 min
  [257/2513·257] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@5 edges=40 letters=24 loops=17 central=E dead at the board                      4699s  33.6M/s ETA 186.2 min
  [258/2513·258] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@6 edges=40 letters=24 loops=17 central=E dead at the board                      4716s  33.6M/s ETA 185.8 min
  [259/2513·259] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@7 edges=40 letters=24 loops=17 central=E dead at the board                      4735s  33.6M/s ETA 185.6 min
  [260/2513·260] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@9 edges=40 letters=24 loops=17 central=E dead at the board                      4750s  33.6M/s ETA 185.1 min
  [261/2513·261] SZWONULBEIROTNULSIBENGEANKERTXZUMWEITERM@27 edges=40 letters=24 loops=17 central=R dead at the board                      4768s  33.6M/s ETA 184.8 min
  [262/2513·262] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@1 edges=40 letters=24 loops=17 central=E dead at the board                      4784s  33.6M/s ETA 184.4 min
  [263/2513·263] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@6 edges=40 letters=24 loops=17 central=E dead at the board                      4805s  33.6M/s ETA 184.2 min
  [264/2513·264] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@7 edges=40 letters=24 loops=17 central=E dead at the board                      4822s  33.6M/s ETA 183.9 min
  [265/2513·265] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@8 edges=40 letters=24 loops=17 central=E dead at the board                      4841s  33.6M/s ETA 183.6 min
  [266/2513·266] ZWONULBEIROTNULSIBENGEANKERTXZUMWEITERMA@28 edges=40 letters=24 loops=17 central=R dead at the board                      4859s  33.6M/s ETA 183.3 min
  [267/2513·267] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@0 edges=40 letters=24 loops=17 central=E dead at the board                      4874s  33.6M/s ETA 182.9 min
  [268/2513·268] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@2 edges=40 letters=24 loops=17 central=E dead at the board                      4889s  33.7M/s ETA 182.4 min
  [269/2513·269] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@7 edges=40 letters=24 loops=17 central=E dead at the board                      4911s  33.6M/s ETA 182.3 min
  [270/2513·270] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@8 edges=40 letters=24 loops=17 central=E dead at the board                      4927s  33.7M/s ETA 181.9 min
  [271/2513·271] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@9 edges=40 letters=24 loops=17 central=E dead at the board                      4944s  33.7M/s ETA 181.5 min
  [272/2513·272] WONULBEIROTNULSIBENGEANKERTXZUMWEITERMAR@29 edges=40 letters=24 loops=17 central=R dead at the board                      4962s  33.7M/s ETA 181.2 min
  [273/2513·273] UUUEINSEINSNULDREIKKEISELEKKXX@33 edges=30 letters=18 loops=13 central=E dead at the board                      4975s  33.7M/s ETA 180.7 min
  [274/2513·274] UUUEINSEINSNULDREIKKEISELEKKXX@40 edges=30 letters=19 loops=13 central=E dead at the board                      4993s  33.7M/s ETA 180.4 min
  [275/2513·275] UUUEINSEINSNULDREIKKEISELEKKXX@30 edges=30 letters=19 loops=12 central=E dead at the board                      5007s  33.7M/s ETA 180.0 min
  [276/2513·276] UUUEINSEINSNULDREIKKEISELEKKXX@32 edges=30 letters=19 loops=12 central=E dead at the board                      5021s  33.8M/s ETA 179.5 min
  [277/2513·277] UUUEINSEINSNULDREIKKEISELEKKXX@34 edges=30 letters=19 loops=12 central=E dead at the board                      5036s  33.8M/s ETA 179.1 min
  [278/2513·278] UUUEINSEINSNULDREIKKEISELEKKXX@37 edges=30 letters=19 loops=12 central=E dead at the board                      5053s  33.8M/s ETA 178.7 min
  [279/2513·279] UUUEINSEINSNULDREIKKEISELEKKXX@6 edges=30 letters=21 loops=11 central=E dead at the board                      5069s  33.8M/s ETA 178.4 min
  [280/2513·280] UUUEINSEINSNULDREIKKEISELEKKXX@8 edges=30 letters=20 loops=11 central=E dead at the board                      5084s  33.8M/s ETA 178.0 min
  [281/2513·281] UUUEINSEINSNULDREIKKEISELEKKXX@14 edges=30 letters=20 loops=11 central=K dead at the board                      5098s  33.8M/s ETA 177.5 min
  [282/2513·282] UUUEINSEINSNULDREIKKEISELEKKXX@25 edges=30 letters=20 loops=11 central=E dead at the board                      5116s  33.9M/s ETA 177.2 min
  [283/2513·283] UUUEINSEINSNULDREIKKEISELEKKXX@28 edges=30 letters=20 loops=11 central=E dead at the board                      5132s  33.9M/s ETA 176.8 min
  [284/2513·284] UUUEINSEINSNULDREIKKEISELEKKXX@38 edges=30 letters=20 loops=11 central=E dead at the board                      5147s  33.9M/s ETA 176.4 min
  [285/2513·285] UUUEINSEINSNULDREIKKEISELEKKXX@39 edges=30 letters=20 loops=11 central=E dead at the board                      5166s  33.9M/s ETA 176.1 min
  [286/2513·286] UUUEINSEINSNULDREIKKEISELEKKXX@42 edges=30 letters=20 loops=11 central=E dead at the board                      5180s  33.9M/s ETA 175.7 min
  [287/2513·287] VVVCHEFVIERXUUUFLOTTXXMITUUU@11 edges=28 letters=18 loops=11 central=U dead at the board                      5194s  33.9M/s ETA 175.2 min
  [288/2513·288] VVVCHEFVIERXUUUFLOTTXXMITUUU@13 edges=28 letters=18 loops=11 central=U dead at the board                      5208s  34.0M/s ETA 174.8 min
  [289/2513·289] VVVCHEFVIERXUUUFLOTTXXMITUUU@22 edges=28 letters=18 loops=11 central=U dead at the board                      5222s  34.0M/s ETA 174.4 min
  [290/2513·290] VVVCHEFVIERXUUUFLOTTXXMITUUU@23 edges=28 letters=18 loops=11 central=V dead at the board                      5234s  34.0M/s ETA 173.9 min
  [291/2513·291] UUUEINSEINSNULDREIKKEISELEKKXX@0 edges=30 letters=21 loops=10 central=E dead at the board                      5248s  34.1M/s ETA 173.4 min
  [292/2513·292] UUUEINSEINSNULDREIKKEISELEKKXX@1 edges=30 letters=21 loops=10 central=E dead at the board                      5266s  34.1M/s ETA 173.1 min
  [293/2513·293] UUUEINSEINSNULDREIKKEISELEKKXX@17 edges=30 letters=21 loops=10 central=E dead at the board                      5283s  34.1M/s ETA 172.8 min
  [294/2513·294] VVVCHEFVIERXUUUFLOTTXXMITUUU@15 edges=28 letters=19 loops=10 central=U dead at the board                      5298s  34.1M/s ETA 172.4 min
  [295/2513·295] VVVCHEFVIERXUUUFLOTTXXMITUUU@25 edges=28 letters=19 loops=10 central=V dead at the board                      5311s  34.1M/s ETA 171.9 min
  [296/2513·296] VVVCHEFVIERXUUUFLOTTXXMITUUU@28 edges=28 letters=20 loops=10 central=V dead at the board                      5323s  34.2M/s ETA 171.4 min
  [297/2513·297] UUUEINSEINSNULDREIKKEISELEKKXX@4 edges=30 letters=22 loops=9 central=E dead at the board                      5338s  34.2M/s ETA 171.1 min
  [298/2513·298] VVVCHEFVIERXUUUFLOTTXXMITUUU@0 edges=28 letters=20 loops=9 central=U dead at the board                      5358s  34.2M/s ETA 170.8 min
  [299/2513·299] VVVCHEFVIERXUUUFLOTTXXMITUUU@27 edges=28 letters=20 loops=9 central=V dead at the board                      5370s  34.2M/s ETA 170.3 min
