  [119/2513·119] NANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSI@7 edges=40 letters=23 loops=18 central=U dead at the board                      2227s  32.8M/s ETA 233.6 min
  [120/2513·120] NANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSI@9 edges=40 letters=23 loops=18 central=U dead at the board                      2244s  32.8M/s ETA 233.1 min
  [121/2513·121] NANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSI@27 edges=40 letters=23 loops=18 central=N dead at the board                      2263s  32.8M/s ETA 232.8 min
  [122/2513·122] NANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSI@32 edges=40 letters=23 loops=18 central=N dead at the board                      2280s  32.9M/s ETA 232.4 min
  [123/2513·123] ANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIB@1 edges=40 letters=23 loops=18 central=U dead at the board                      2299s  32.9M/s ETA 232.1 min
  [124/2513·124] ANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIB@2 edges=40 letters=23 loops=18 central=U dead at the board                      2313s  32.9M/s ETA 231.3 min
  [125/2513·125] ANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIB@3 edges=40 letters=23 loops=18 central=U dead at the board                      2332s  32.9M/s ETA 231.0 min
  [126/2513·126] ANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIB@5 edges=40 letters=23 loops=18 central=U dead at the board                      2350s  32.9M/s ETA 230.7 min
  [127/2513·127] ANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIB@24 edges=40 letters=23 loops=18 central=T dead at the board                      2367s  33.0M/s ETA 230.2 min
  [128/2513·128] ANFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIB@28 edges=40 letters=23 loops=18 central=N dead at the board                      2389s  32.9M/s ETA 230.2 min
  [129/2513·129] NFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIBE@2 edges=40 letters=23 loops=18 central=U dead at the board                      2408s  32.9M/s ETA 229.9 min
  [130/2513·130] NFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIBE@3 edges=40 letters=23 loops=18 central=U dead at the board                      2422s  33.0M/s ETA 229.2 min
  [131/2513·131] NFUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIBE@4 edges=40 letters=23 loops=18 central=U dead at the board                      2440s  33.0M/s ETA 228.8 min
  [132/2513·132] FUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIBEN@3 edges=40 letters=23 loops=18 central=U dead at the board                      2459s  33.0M/s ETA 228.5 min
  [133/2513·133] FUNFUUUFLOTTXNULEINSZWONULBEIROTNULSIBEN@4 edges=40 letters=23 loops=18 central=U dead at the board                      2474s  33.0M/s ETA 227.8 min
  [134/2513·134] UNFUUUFLOTTXNULEINSZWONULBEIROTNULSIBENG@4 edges=40 letters=23 loops=18 central=U dead at the board                      2492s  33.0M/s ETA 227.5 min
  [135/2513·135] FUUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEA@6 edges=40 letters=23 loops=18 central=U dead at the board                      2510s  33.0M/s ETA 227.1 min
  [136/2513·136] FUUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEA@7 edges=40 letters=23 loops=18 central=U dead at the board                      2527s  33.1M/s ETA 226.7 min
  [137/2513·137] FUUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEA@8 edges=40 letters=23 loops=18 central=U dead at the board                      2544s  33.1M/s ETA 226.3 min
  [138/2513·138] FUUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEA@25 edges=40 letters=23 loops=18 central=T dead at the board                      2559s  33.1M/s ETA 225.6 min
  [139/2513·139] FUUUFLOTTXNULEINSZWONULBEIROTNULSIBENGEA@29 edges=40 letters=23 loops=18 central=L dead at the board                      2578s  33.1M/s ETA 225.4 min
