  [72/400·72] YYUUUVIRSIBENNULEINSYNACHR@26 edges=26 letters=18 loops=10 central=R dead at the board                      1164s  38.0M/s ETA  88.3 min
  [73/400·73] XUUUVIIRSIBENNULUINSYNACHR@26 edges=26 letters=19 loops=10 central=R dead at the board                      1177s  38.1M/s ETA  87.9 min
  [74/400·74] XXXXKOMXADMXUUUBOOTEGKDOSV@35 edges=26 letters=19 loops=10 central=X dead at the board                      1187s  38.3M/s ETA  87.1 min
  [75/400·75] YXXXKOMXADMXUUUBOOTEGKDOSV@35 edges=26 letters=19 loops=10 central=X dead at the board                      1202s  38.3M/s ETA  86.8 min
  [76/400·76] XYXXKOMXADMXUUUBOOTEGKDOSV@35 edges=26 letters=19 loops=10 central=X dead at the board                      1212s  38.5M/s ETA  86.1 min
  [77/400·77] YYXXKOMXADMXUUUBOOTEGKDOSV@35 edges=26 letters=19 loops=10 central=X dead at the board                      1226s  38.6M/s ETA  85.7 min
  [78/400·78] YYXXKOMMADMXUUUBOOTEGKDOSV@35 edges=26 letters=19 loops=10 central=X dead at the board                      1239s  38.7M/s ETA  85.3 min
  [79/400·79] XXKOMXXADMXUUUBOOTEGKDOSVX@36 edges=26 letters=19 loops=10 central=X dead at the board                      1257s  38.6M/s ETA  85.1 min
  [80/400·80] XXXKOMXADMXUUUBOOTEGKDOSVX@36 edges=26 letters=19 loops=10 central=X dead at the board                      1271s  38.7M/s ETA  84.7 min
  [81/400·81] YXXKOMXADMXUUUBOOTEGKDOSVX@36 edges=26 letters=19 loops=10 central=X dead at the board                      1285s  38.7M/s ETA  84.3 min
  [82/400·82] XXKOMXXADMXUUUBOOTEGKDOSVY@36 edges=26 letters=19 loops=10 central=X dead at the board                      1302s  38.7M/s ETA  84.2 min
  [83/400·83] XXXKOMXADMXUUUBOOTEGKDOSVY@36 edges=26 letters=19 loops=10 central=X dead at the board                      1316s  38.7M/s ETA  83.8 min
  [84/400·84] YXXKOMXADMXUUUBOOTEGKDOSVY@36 edges=26 letters=19 loops=10 central=X dead at the board                      1330s  38.8M/s ETA  83.4 min
  [85/400·85] XXKOMXADMXUUUBOOTEGKDOSVXX@37 edges=26 letters=19 loops=10 central=X dead at the board                      1343s  38.9M/s ETA  82.9 min
